state,precinct,percent_candidate,candidate_votes
Connecticut,East Haven,46,6569
New York,Clinton,46,12690
New York,Saratoga,46,49697
Oregon,Yamhill,46,25296
New Hampshire,Laconia,46,4103
New Hampshire,Litchfield,46,2497
Virginia,Nelson,46,4301
North Carolina,Granville,46,14448
New Hampshire,Windham,46,4567
Georgia,Fayette,46,31854
Florida,Jefferson,46,3893
Texas,Frio,46,2421
Massachusetts,Rehoboth,46,3590
Iowa,Cerro Gordo,46,10941
Alabama,Conecuh,46,2951
Ohio,Delaware,46,56961
Indiana,Porter,46,39537
Mississippi,Panola,46,4978
New Hampshire,Derry,46,8215
New York,Essex,46,6970
Illinois,Knox,46,10421
Michigan,Clinton,46,21963
California,Tulare,46,46559
Arizona,Navajo,46,22541
Maine,Buxton,46,2416
Arizona,Yuma,46,28297
South Carolina,Barnwell,46,4717
Virginia,Spotsylvania,46,34344
Minnesota,Scott,46,40007
Alabama,Barbour,46,4772
Virginia,York,46,17410
Indiana,Hamilton,46,88367
Rhode Island,Coventry,46,8882
Washington,Yakima,46,26119
Wisconsin,Brown,45,65509
Massachusetts,Middleborough,45,6155
Wisconsin,Crawford,45,3953
Florida,Monroe,45,21848
Michigan,Berrien,45,37438
Montana,Park,45,5277
Maine,Standish,45,2818
Iowa,Muscatine,45,9372
Michigan,Macomb,45,225561
Connecticut,Shelton,45,10837
California,Sutter,45,12325
New Hampshire,Hudson,45,6632
Massachusetts,Lakeville,45,3267
Ohio,Wood,45,29797
Virginia,Westmoreland,45,4413
Colorado,Douglas,45,103550
Massachusetts,Freetown,45,2446
Washington,Kittitas,45,9470
Pennsylvania,Berks,45,89530
Texas,Denton,45,188023
Massachusetts,Dudley,45,2716
Iowa,Marshall,45,8171
North Carolina,Alamance,45,38186
New Jersey,Warren,45,17750
North Carolina,Jackson,45,9522
Massachusetts,Winchendon,45,2310
Connecticut,Winchester,45,2304
Washington,Klickitat,45,5216
Massachusetts,Charlton,45,3749
Alabama,Madison,45,86885
Rhode Island,Johnston,45,6689
Illinois,Alexander,45,2522
Maryland,Wicomico,45,17366
Illinois,Whiteside,45,12195
Michigan,Benzie,45,5480
Iowa,Des Moines,45,8887
South Carolina,Colleton,45,8568
Texas,Jim Wells,45,6025
New York,Broome,45,32209
Georgia,Mitchell,45,3990
New Jersey,Salem,45,11613
Texas,Bell,45,56032
Maryland,Calvert,45,19554
Connecticut,Middlebury,44,2259
North Carolina,Cabarrus,44,51594
Texas,Val Verde,44,6401
South Carolina,Beaufort,44,43231
Indiana,Vanderburgh,44,34404
Wisconsin,Richland,44,3995
Florida,Sarasota,44,119892
Texas,Caldwell,44,6536
New York,Orange,44,61868
California,Madera,44,17879
Tennessee,Hamilton,44,75360
Ohio,Trumbull,44,43534
New Hampshire,Atkinson,44,2250
South Carolina,Chester,44,6941
Massachusetts,Douglas,44,2412
Wisconsin,Outagamie,44,47659
New Mexico,Valencia,44,14051
New Mexico,Luna,44,3563
Louisiana,West Baton Rouge,44,6200
New York,Rockland,44,50926
Iowa,Clinton,44,10806
Pennsylvania,Cumberland,44,61168
Colorado,Las Animas,44,3465
South Dakota,Minnehaha,44,40482
North Carolina,Greene,44,3820
Delaware,Sussex,44,56657
Washington,Skamania,44,3016
South Carolina,Dorchester,44,33745
Connecticut,Stafford,44,2809
Alabama,Clarke,44,5730
Massachusetts,Acushnet,44,2550
Arkansas,Clark,44,5341
Louisiana,Jefferson,44,84438
Michigan,Emmet,44,9662
West Virginia,Jefferson,44,11831
North Carolina,Wayne,44,23986
Louisiana,Bienville,43,3066
New York,Ontario,43,20779
New Mexico,Colfax,43,2611
Ohio,Erie,43,17142
Michigan,Calhoun,43,28417
Alabama,Mobile,43,78754
Connecticut,Torrington,43,7283
South Carolina,Berkeley,43,45126
Kentucky,Woodford,43,6570
Georgia,Lowndes,43,19832
South Carolina,Georgetown,43,15787
Michigan,Gogebic,43,3573
Kansas,Lyon,43,5878
Wisconsin,Ozaukee,43,26515
New York,Suffolk,43,258007
Wisconsin,Grant,43,10942
New Jersey,Sussex,43,26115
Indiana,Allen,43,72825
Connecticut,North Branford,43,3718
Nevada,Carson City,43,11775
Georgia,Houston,43,32149
Michigan,Van Buren,43,16800
Nebraska,Sarpy,43,41029
Ohio,Portage,43,34935
Rhode Island,Glocester,43,2558
Oregon,Columbia,43,13535
Colorado,El Paso,43,153836
Georgia,Wilkes,43,2155
Connecticut,Griswold,43,2565
Wisconsin,Sawyer,43,4494
New Hampshire,Salem,43,7638
North Carolina,Bladen,43,7281
New York,Franklin,43,6586
New York,Warren,43,11811
Virginia,Buckingham,43,3456
Louisiana,Morehouse,43,4946
North Carolina,Gates,43,2540
Tennessee,Madison,43,18309
Mississippi,Winston,43,2994
Connecticut,Somers,43,2445
Wisconsin,Lafayette,43,3647
Connecticut,Seymour,43,3959
North Carolina,Franklin,43,15776
Mississippi,Yalobusha,43,2767
Iowa,Poweshiek,42,4301
Ohio,Lake,42,54337
Florida,Volusia,42,130395
Minnesota,Houston,42,4851
New Hampshire,Hampstead,42,2494
Tennessee,Montgomery,42,32426
Indiana,Delaware,42,20328
Pennsylvania,Luzerne,42,62983
California,Kings,42,15075
Louisiana,St. Landry,42,17371
Kansas,Sedgwick,42,87951
California,Del Norte,42,4324
Virginia,Clarke,42,3914
Florida,Polk,42,144775
North Carolina,Richmond,42,8676
Idaho,Valley,42,2976
California,Colusa,42,2178
Texas,Bastrop,42,15452
Wisconsin,Dunn,42,9909
Virginia,Cumberland,42,2221
Michigan,Antrim,42,7289
Illinois,Boone,42,10372
Virginia,Halifax,42,7638
Virginia,Nottoway,42,2966
Wisconsin,Pierce,42,9789
South Dakota,Brookings,42,6110
Virginia,Mecklenburg,42,6751
Indiana,Floyd,42,17507
Alabama,Choctaw,42,3126
North Carolina,Lee,42,12076
Arizona,Pinal,42,62672
Michigan,Houghton,42,7755
Wisconsin,Oneida,42,10105
Wisconsin,Jackson,42,4255
Alabama,Butler,42,3953
Illinois,Madison,42,56845
Michigan,Midland,42,20513
Virginia,Northumberland,42,3239
North Carolina,Chowan,42,3232
Michigan,Manistee,42,6107
Alabama,Monroe,42,4425
Louisiana,Natchitoches,42,6896
West Virginia,Kanawha,42,34139
Florida,Escambia,42,70824
Alabama,Chambers,42,6356
Oklahoma,Cleveland,42,49754
Montana,Lake,42,6911
Alabama,Pickens,42,4017
North Dakota,Grand Forks,42,12856
Texas,Brazos,42,35242
Tennessee,Hardeman,42,4180
Florida,Manatee,42,90007
North Carolina,Transylvania,42,8413
Louisiana,Claiborne,42,2731
Wisconsin,Jefferson,41,19904
New Jersey,Cape May,41,22713
Montana,Hill,41,2972
California,Yuba,41,7800
Tennessee,Knox,41,91097
Indiana,Vigo,41,9556
Iowa,Woodbury,41,18683
Utah,Weber,41,28864
Maine,Lisbon,41,2190
Minnesota,Goodhue,41,11801
Mississippi,Madison,41,18931
Illinois,La Salle,41,21491
Virginia,Dinwiddie,41,6194
South Carolina,York,41,58094
Ohio,Wayne,41,24040
Iowa,Boone,41,6293
Florida,Brevard,41,148403
Massachusetts,Southwick,41,2359
Pennsylvania,Lancaster,41,112536
Tennessee,Rutherford,41,59177
Georgia,Decatur,41,4772
Indiana,La Porte,41,17488
Connecticut,Killingly,41,3402
Wisconsin,Sheboygan,41,27109
Kansas,Geary,41,3819
Minnesota,Freeborn,41,6889
Washington,Franklin,41,12786
California,Siskiyou,41,9272
Iowa,Bremer,41,5954
North Carolina,Dare,41,9855
Wisconsin,Trempealeau,41,6283
New York,Otsego,41,9138
Wisconsin,St. Croix,41,23190
Colorado,Archuleta,41,3693
New York,Cortland,41,6829
Oklahoma,Tulsa,41,108813
Rhode Island,Scituate,41,2669
Illinois,Jo Daviess,41,5097
Illinois,Stephenson,41,8756
New York,Sullivan,41,10995
Michigan,Charlevoix,41,6939
Arizona,Cochise,41,21238
California,Plumas,41,4465
Louisiana,East Feliciana,41,4280
North Carolina,Robeson,41,17998
Minnesota,Itasca,41,10784
Alabama,Pike,41,5613
Iowa,Pottawattamie,41,18570
Michigan,Bay,41,21718
Oregon,Curry,41,6023
Iowa,Cedar,41,4336
Iowa,Warren,41,12537
Illinois,McDonough,40,4973
Illinois,Kankakee,40,20112
Washington,Cowlitz,40,22480
North Carolina,Caswell,40,4831
Nebraska,Dakota,40,2696
Pennsylvania,Beaver,40,37389
Virginia,Southampton,40,3917
Virginia,Lunenburg,40,2404
Mississippi,Lafayette,40,6904
Missouri,St. Charles,40,89346
Connecticut,Plainfield,40,2849
Georgia,Screven,40,2661
Rhode Island,Burrillville,40,3371
Wisconsin,Marathon,40,30807
Virginia,Fauquier,40,17362
Illinois,Macon,40,19633
Texas,Brazoria,40,61780
Virginia,Isle of Wight,40,9346
Florida,Lee,40,156957
West Virginia,Cabell,40,14733
Ohio,Stark,40,74336
Virginia,Prince George,40,6870
Pennsylvania,Pike,40,12845
Michigan,Alger,40,2053
Kentucky,Warren,40,21595
Mississippi,Forrest,40,10603
Florida,Madison,40,3747
South Carolina,Greenville,40,102640
Mississippi,Leake,40,3358
New Hampshire,Weare,40,2211
Georgia,McDuffie,40,4168
North Carolina,Henderson,40,27014
North Carolina,Craven,40,20977
Georgia,Thomas,40,8690
Indiana,Clark,40,23088
Colorado,Park,40,4786
Connecticut,Thompson,40,2050
Wisconsin,Wood,40,16360
California,Mariposa,40,4056
North Carolina,Jones,40,2175
Kentucky,Campbell,40,19339
New York,Niagara,40,34809
New Hampshire,Raymond,40,2378
Iowa,Tama,40,3573
Colorado,Rio Grande,40,2488
Maryland,Dorchester,40,5295
California,Tuolumne,40,11808
Indiana,Boone,40,15244
New York,Cayuga,40,11993
Wisconsin,Walworth,40,22783
Virginia,Goochland,40,6623
Colorado,Weld,40,65169
Michigan,Jackson,39,32004
Iowa,Floyd,39,3168
Virginia,Salem City,39,5143
Michigan,Mason,39,6802
Florida,Pasco,39,118767
Florida,Lake,39,83273
South Carolina,Chesterfield,39,7427
Texas,Uvalde,39,4066
Georgia,Meriwether,39,4281
North Carolina,Swain,39,2765
New Hampshire,Pelham,39,3480
Georgia,Brooks,39,2780
Ohio,Greene,39,34023
Wisconsin,Calumet,39,12115
Maryland,St. Marys,39,17417
Louisiana,Lincoln,39,7559
New York,Seneca,39,5076
Florida,Flagler,39,28124
New York,Putnam,39,17106
Texas,Colorado,39,2403
Georgia,Spalding,39,11356
Michigan,Shiawassee,39,15371
Kentucky,Kenton,39,31966
Michigan,Lenawee,39,20916
California,Calaveras,39,8804
Iowa,Lee,39,6539
Kansas,Harvey,39,6650
Virginia,Culpeper,39,10509
Maryland,Somerset,39,3542
Georgia,McIntosh,39,2611
Illinois,Warren,39,3087
Wisconsin,Chippewa,39,14001
Illinois,Lee,39,6368
Alabama,Lee,39,27600
Iowa,Washington,39,4558
Wisconsin,Waukesha,39,103867
Montana,Cascade,39,15384
Iowa,Buchanan,39,4167
Florida,Indian River,39,37801
North Carolina,Person,39,8416
Missouri,Greene,39,53307
Oklahoma,Comanche,39,13743
Illinois,Fulton,39,6371
Kentucky,Rowan,39,3873
North Carolina,Duplin,39,8676
Virginia,Orange,39,7921
Georgia,Troup,39,11542
Wisconsin,Vilas,38,5903
Oregon,Coos,38,14024
Iowa,Jones,38,4211
Michigan,Ottawa,38,64566
Minnesota,Koochiching,38,2656
Connecticut,Oxford,38,3269
Pennsylvania,Montour,38,3768
Alaska,State House District 28,38,2150
Minnesota,Watonwan,38,1985
Kentucky,Oldham,38,14476
Illinois,Henry,38,9762
Virginia,King George,38,5381
New Mexico,Sierra,38,2264
Illinois,Bureau,38,6545
Mississippi,Scott,38,3575
Kansas,Leavenworth,38,13745
Mississippi,Lauderdale,38,9885
Florida,Hendry,38,4925
Virginia,Roanoke,38,21218
South Carolina,Lancaster,38,18824
Minnesota,Stevens,38,1921
Pennsylvania,Washington,38,44231
North Carolina,Sampson,38,10606
Michigan,Livingston,38,48218
South Carolina,Greenwood,38,12090
South Carolina,Aiken,38,32257
Ohio,Geauga,38,20980
Wisconsin,Lincoln,38,6260
Texas,Galveston,38,58247
Louisiana,Pointe Coupee,38,4683
Michigan,Monroe,38,32975
Iowa,Jasper,38,7813
North Carolina,Harnett,38,21839
Georgia,Glynn,38,15857
South Carolina,Kershaw,38,12690
Arkansas,Ouachita,38,3395
Indiana,Madison,38,19459
Ohio,Medina,38,39326
Iowa,Fayette,38,3833
Minnesota,Stearns,38,31883
Virginia,Louisa,38,8205
Minnesota,Fillmore,38,4551
Michigan,Chippewa,38,6651
Colorado,Montezuma,38,5802
New York,Madison,38,10417
New York,Richmond,38,67223
Ohio,Ottawa,38,8847
Washington,Benton,38,37434
Ohio,Clark,38,23625
Connecticut,Plymouth,38,2477
Ohio,Fairfield,38,30634
Colorado,Otero,38,3552
Wisconsin,Manitowoc,38,16815
North Carolina,Madison,38,4878
Ohio,Ashtabula,37,16207
Maryland,Harford,37,43381
Louisiana,Ouachita,37,25905
Minnesota,Steele,37,7794
Texas,McLennan,37,36550
Virginia,Charlotte,37,2309
Michigan,Mackinac,37,2589
Wisconsin,Monroe,37,8432
Florida,Collier,37,77529
Maryland,Washington,37,23448
Georgia,Bulloch,37,11198
Iowa,Wapello,37,5818
South Carolina,Newberry,37,6926
Florida,Martin,37,36873
Wisconsin,Washburn,37,3867
South Dakota,Brown,37,6538
South Carolina,Edgefield,37,4953
North Carolina,Union,37,48199
South Carolina,Union,37,4934
Ohio,Butler,37,67729
Illinois,Ogle,37,9300
Idaho,Bannock,37,14682
Iowa,Webster,37,6604
Texas,Guadalupe,37,28706
North Carolina,Johnston,37,40861
Georgia,Crisp,37,2980
Alabama,Tuscaloosa,37,28560
Kansas,Crawford,37,5971
Louisiana,De Soto,37,5446
North Carolina,Brunswick,37,32984
Mississippi,De Soto,37,27733
Arkansas,Mississippi,37,4542
South Dakota,Lincoln,37,11981
Oregon,Jefferson,37,4306
South Dakota,Yankton,37,4016
Washington,Douglas,37,6727
Virginia,Middlesex,37,2482
Pennsylvania,Union,37,7302
Alabama,Talladega,37,13092
Kentucky,Henderson,37,7550
Oklahoma,Payne,37,10881
New York,Greene,37,7675
Kentucky,Hardin,37,17811
Illinois,Mercer,37,3212
New York,St. Lawrence,37,13036
Indiana,Hendricks,37,32453
Virginia,Greene,37,4089
Michigan,Iron,37,2493
Louisiana,West Feliciana,37,2298
Wisconsin,Adams,37,4329
Pennsylvania,York,37,85323
Indiana,Perry,37,3202
North Carolina,Beaufort,37,9575
Missouri,Buchanan,37,13445
Montana,Yellowstone,37,29936
North Carolina,Polk,37,4485
Wisconsin,Buffalo,37,2859
New York,Chemung,37,11573
Mississippi,Grenada,37,2866
Florida,Marion,37,74802
Kentucky,Scott,36,10550
Georgia,Ben Hill,36,2392
California,Amador,36,8011
Iowa,Iowa,36,3532
Oregon,Linn,36,25893
Michigan,Allegan,36,24447
Georgia,Greene,36,4083
New York,Oneida,36,30542
West Virginia,Ohio,36,7139
Wisconsin,Barron,36,9194
Florida,Charlotte,36,42240
Georgia,Columbia,36,29175
Wisconsin,Price,36,3132
Iowa,Jackson,36,4024
Kansas,Finney,36,4145
Minnesota,Kandiyohi,36,8434
New York,Washington,36,8537
Iowa,Buena Vista,36,2919
Washington,Asotin,36,3442
Michigan,Lake,36,2288
North Carolina,Haywood,36,13095
New Jersey,Ocean,36,104552
Tennessee,Williamson,36,50161
Florida,St. Johns,36,63808
Connecticut,Watertown,36,4587
Minnesota,Aitkin,36,3604
Louisiana,Concordia,36,3177
New Mexico,Otero,36,8477
Mississippi,Wayne,36,3592
Michigan,Delta,36,7605
Texas,Waller,36,8130
Wisconsin,Fond du Lac,36,20588
Minnesota,Lyon,36,4624
Georgia,Long,36,2015
Missouri,Adair,36,3705
Minnesota,Wabasha,36,4691
Kentucky,Boyle,36,5001
South Dakota,Pennington,36,20606
Illinois,Tazewell,36,24486
Iowa,Winnebago,36,2123
Illinois,Grundy,36,9445
Wisconsin,Marquette,36,3239
North Carolina,Columbus,36,9382
South Carolina,Spartanburg,36,52592
Utah,Davis,36,49128
Oregon,Josephine,36,17908
North Carolina,Pamlico,36,2699
Indiana,Bartholomew,36,12934
Tennessee,Lauderdale,36,3193
Virginia,Hanover,36,25003
Illinois,Coles,36,7997
North Carolina,Moore,36,20547
Wisconsin,Polk,36,9361
Alaska,State House District 22,36,1776
Kentucky,Madison,35,15549
Pennsylvania,Mercer,35,19399
Mississippi,Amite,35,2114
Michigan,Alpena,35,6000
North Carolina,Gaston,35,40231
Minnesota,Pennington,35,2567
Iowa,Mitchell,35,2048
Minnesota,Pope,35,2478
Colorado,Mesa,35,30106
Iowa,Benton,35,5156
Ohio,Sandusky,35,10391
Maryland,Queen Annes,35,10209
South Dakota,Lake,35,2068
Ohio,Licking,35,32324
Wisconsin,Burnett,35,3569
Indiana,Warrick,35,11919
Georgia,Laurens,35,7875
Michigan,Oceana,35,4944
South Carolina,Abbeville,35,5106
Arizona,Yavapai,35,48488
Utah,Wasatch,35,5762
California,Tehama,35,6543
Arkansas,Drew,35,2408
Iowa,Greene,35,1768
Michigan,Mecosta,35,7373
Michigan,Gratiot,35,6693
Kentucky,Daviess,35,17107
Michigan,Iosco,35,5371
Minnesota,Polk,35,5435
Texas,Bee,35,3280
Iowa,Clayton,35,3339
Washington,Stevens,35,4783
Louisiana,St. Bernard,35,6151
Virginia,Henry,35,8995
Michigan,Presque Isle,35,2912
Michigan,Cass,35,9122
Georgia,Paulding,35,29658
New York,Schuyler,35,2858
Kentucky,Christian,35,8282
Minnesota,Cass,35,6337
New York,Livingston,35,9150
Louisiana,St. Mary,35,8054
Indiana,Elkhart,35,25413
Texas,San Patricio,35,8971
Pennsylvania,Westmoreland,35,69110
Louisiana,Lafayette,35,39685
Wisconsin,Juneau,35,4747
New York,Yates,35,3046
Connecticut,Prospect,35,2110
Iowa,Allamakee,35,2575
Minnesota,Hubbard,35,4458
New Mexico,San Juan,35,17991
Virginia,Accomack,35,8145
California,Shasta,34,24891
Minnesota,Wright,34,27763
Michigan,Dickinson,34,4569
Indiana,Wayne,34,9524
Minnesota,Swift,34,1784
Pennsylvania,Lawrence,34,15557
Michigan,Roscommon,34,5166
California,Glenn,34,3315
West Virginia,Marion,34,8836
Louisiana,St. Charles,34,9800
Nevada,Douglas,34,9727
New York,Delaware,34,6420
North Carolina,Pender,34,11655
Florida,Hernando,34,37446
Arkansas,Benton,34,41894
Michigan,Cheboygan,34,5435
Minnesota,Crow Wing,34,13723
Montana,Carbon,34,2412
Minnesota,Chisago,34,11798
New York,Wayne,34,12799
Michigan,Menominee,34,4314
Kentucky,Bourbon,34,3292
Minnesota,Pine,34,5251
Virginia,Frederick,34,16021
Illinois,Carroll,34,2730
Mississippi,Lawrence,34,2240
Louisiana,Assumption,34,3833
South Carolina,Lexington,34,49206
Wisconsin,Forest,34,1722
Michigan,Crawford,34,2612
Michigan,St. Clair,34,31363
Kansas,Seward,34,1736
Oklahoma,Cherokee,34,6023
Ohio,Warren,34,45040
New York,Jefferson,34,12053
Louisiana,Webster,34,6172
Arkansas,Carroll,34,3941
South Dakota,Hughes,34,2953
Michigan,Ionia,34,10899
Wyoming,Laramie,34,15181
Minnesota,Becker,34,6560
Minnesota,Le Sueur,34,5667
Maryland,Carroll,34,29135
Minnesota,Chippewa,34,2227
Iowa,Chickasaw,34,2230
Georgia,Grady,34,3608
Illinois,Piatt,34,3302
Wisconsin,Dodge,34,16355
Indiana,Brown,34,2996
Louisiana,Iberia,34,11027
North Carolina,Montgomery,34,4305
Arkansas,Faulkner,34,18267
Pennsylvania,Columbia,34,10289
Montana,Flathead,34,20238
Alaska,State House District 24,34,1831
Minnesota,Waseca,34,3493
Georgia,Camden,34,7963
Minnesota,Nobles,34,2928
Mississippi,Simpson,34,3384
Florida,De Soto,34,4249
Texas,Nacogdoches,34,8989
Arkansas,Union,34,5559
Florida,Hamilton,34,1959
Illinois,Jackson,34,3749
Maryland,Worcester,33,7898
North Carolina,Onslow,33,23474
Ohio,Union,33,10985
New York,Chautauqua,33,16200
Kansas,Saline,33,7942
North Carolina,Rockingham,33,15766
Kentucky,Shelby,33,7520
Iowa,Hamilton,33,2842
North Carolina,Perquimans,33,2485
Connecticut,Wolcott,33,3333
South Carolina,Laurens,33,10141
Texas,Walker,33,7875
Wisconsin,Waupaca,33,9699
Pennsylvania,Carbon,33,10989
Iowa,Union,33,2049
Alaska,State House District 26,33,1724
Kentucky,Calloway,33,5791
Wisconsin,Langlade,33,3703
Iowa,Hardin,33,2971
Pennsylvania,Lebanon,33,23263
Virginia,Madison,33,2684
Michigan,St. Joseph,33,9262
Missouri,Cass,33,19035
Louisiana,Rapides,33,19472
Texas,Lubbock,33,39757
Kansas,Ford,33,2924
North Carolina,Cleveland,33,16879
Tennessee,Anderson,33,11733
North Carolina,Iredell,33,33426
Illinois,Morgan,33,5020
New York,Oswego,33,14677
Wisconsin,Kewaunee,33,3977
Mississippi,Clarke,33,2317
Pennsylvania,Butler,33,36534
Minnesota,Otter Tail,33,11916
Washington,Grant,33,8386
Iowa,Henry,33,3264
Michigan,Barry,33,11804
South Carolina,Horry,33,58689
Maryland,Cecil,33,13567
Nebraska,Dodge,33,5526
South Dakota,Lawrence,33,4537
Alabama,Coosa,33,1794
New York,Tioga,33,6724
Pennsylvania,Wayne,33,9118
Minnesota,Benton,33,7278
Louisiana,Tangipahoa,33,18883
Louisiana,Ascension,33,20397
Virginia,Amherst,33,5367
West Virginia,Berkeley,33,16075
North Dakota,Barnes,33,1800
Indiana,Howard,33,13270
Georgia,Jones,33,4884
Georgia,Tift,33,5306
Minnesota,Douglas,33,7864
New York,Montgomery,33,5746
Illinois,Vermilion,33,10313
Iowa,Dickinson,33,3660
North Carolina,Yancey,33,3678
Kentucky,Clark,33,8665
Mississippi,Tate,33,2744
Kentucky,McCracken,33,10582
Georgia,Upson,33,4201
Minnesota,Sherburne,33,18056
Nebraska,Saline,33,1737
Virginia,Colonial Heights City,33,2961
Arkansas,Columbia,33,2781
Virginia,Rockbridge,33,4022
Kentucky,Boyd,33,7024
Pennsylvania,Fayette,32,19381
Minnesota,Brown,32,4745
Kansas,Jefferson,32,3097
Louisiana,Richland,32,3225
Texas,Atascosa,32,5865
Iowa,Louisa,32,1726
Florida,Highlands,32,16861
Georgia,Oconee,32,8156
Texas,Kaufman,32,18290
Georgia,Forsyth,32,41315
Kentucky,Jessamine,32,8406
Wisconsin,Waushara,32,4388
Arizona,Gila,32,8875
Oregon,Umatilla,32,10499
Texas,Coryell,32,7542
Ohio,Seneca,32,8147
North Dakota,Richland,32,2495
Washington,Lewis,32,14316
Missouri,Jefferson,32,37507
Pennsylvania,Adams,32,17919
Texas,Ellis,32,27513
Michigan,Otsego,32,4743
Indiana,Jefferson,32,4732
Missouri,Cole,32,12687
New Mexico,Torrance,32,2327
Iowa,Marion,32,6170
Minnesota,Faribault,32,2529
Montana,Jefferson,32,2625
Wisconsin,Marinette,32,7363
Oklahoma,Muskogee,32,8013
Iowa,Wright,32,1995
South Carolina,Saluda,32,2948
Michigan,Clare,32,5200
Wisconsin,Rusk,32,2517
Michigan,Wexford,32,5838
Iowa,Madison,32,3126
Idaho,Nez Perce,32,6686
Virginia,Floyd,32,2970
Ohio,Ross,32,10345
Indiana,Johnson,32,24729
Arkansas,Garland,32,14043
Iowa,Franklin,32,1614
Florida,Sumter,32,29326
Kansas,Atchison,32,2311
Iowa,Delaware,32,3152
Illinois,Marshall,32,2004
Georgia,Bryan,32,6739
Oregon,Wallowa,32,1619
Mississippi,Monroe,32,4565
Pennsylvania,Wyoming,32,4642
Kansas,Reno,32,8563
Nebraska,Hall,31,7551
North Carolina,Rowan,31,22889
Minnesota,Dodge,31,4074
Georgia,Coweta,31,24072
Louisiana,Calcasieu,31,25982
Michigan,Arenac,31,2773
Texas,Rockwall,31,18149
Wisconsin,Green Lake,31,3344
South Dakota,Davison,31,2648
Virginia,Mathews,31,1822
Virginia,Warren,31,6564
Georgia,Elbert,31,2858
Pennsylvania,Clinton,31,5406
Louisiana,St. Martin,31,8439
Mississippi,Lee,31,9910
Virginia,Gloucester,31,6884
Wisconsin,Shawano,31,7131
Iowa,Guthrie,31,1985
Colorado,Teller,31,5224
Michigan,Lapeer,31,16368
Iowa,Crawford,31,2211
Nebraska,Cass,31,4364
Louisiana,Plaquemines,31,3413
Kansas,Labette,31,2607
Michigan,Gladwin,31,4524
Texas,Falls,31,1899
Ohio,Clermont,31,33505
Arkansas,Craighead,31,11854
Tennessee,Maury,31,14386
Colorado,Montrose,31,7648
Florida,Franklin,31,2115
Kentucky,Nelson,31,7164
Illinois,Monroe,31,6489
Alabama,Escambia,31,4894
New Mexico,Lincoln,31,3139
Ohio,Defiance,31,5870
South Dakota,Union,31,2729
Minnesota,Renville,31,2497
Montana,Ravalli,31,8757
Arizona,La Paz,31,2050
Texas,Gregg,31,14657
North Carolina,Catawba,31,25420
Minnesota,McLeod,31,6410
Kentucky,Simpson,31,2678
Florida,Clay,31,38161
Arkansas,Sebastian,31,14371
Pennsylvania,Cambria,31,21293
Tennessee,Washington,31,18214
Nebraska,Gage,31,3373
Washington,Pend Oreille,31,2578
Pennsylvania,Indiana,31,12475
Louisiana,Washington,31,5970
Illinois,Macoupin,31,7313
Iowa,Carroll,31,3444
Tennessee,Fayette,31,7000
Michigan,Huron,31,5349
North Dakota,Ramsey,31,1636
Virginia,Amelia,30,2390
Minnesota,Yellow Medicine,30,1683
Kentucky,Marion,30,2719
Wyoming,Fremont,30,5519
Missouri,Saline,30,2903
Oklahoma,Okmulgee,30,4352
Minnesota,Cottonwood,30,1816
New York,Cattaraugus,30,9142
Colorado,Delta,30,5862
Wisconsin,Clark,30,4520
Idaho,Bonner,30,8310
Ohio,Hancock,30,11535
Mississippi,Harrison,30,18499
Georgia,Emanuel,30,2884
Kentucky,Boone,30,19589
Illinois,Cass,30,1615
Michigan,Alcona,30,2142
Texas,Victoria,30,10371
Iowa,Mills,30,2500
Iowa,Cass,30,2201
Iowa,Grundy,30,2194
Michigan,Montcalm,30,9703
Wisconsin,Washington,30,26647
North Carolina,Macon,30,6213
Mississippi,Marion,30,3421
Illinois,Williamson,30,10107
Ohio,Jefferson,30,9823
West Virginia,Harrison,30,9149
Florida,Jackson,30,6749
Missouri,Johnson,30,6961
Minnesota,Kanabec,30,2773
Indiana,Hancock,30,12821
Minnesota,Mille Lacs,30,4401
Minnesota,Jackson,30,1744
Arkansas,Conway,30,2593
Michigan,Branch,30,6161
Texas,Morris,30,1664
Iowa,Butler,30,2423
Kansas,Cowley,30,4168
Iowa,Harrison,30,2439
Georgia,Oglethorpe,30,2435
Tennessee,Wilson,30,22197
West Virginia,Fayette,30,5031
New York,Schoharie,30,4006
Pennsylvania,Northumberland,30,12414
Minnesota,Martin,30,3304
Nebraska,Otoe,30,2481
Tennessee,Sumner,30,27630
Texas,Medina,30,6731
Ohio,Marion,30,8089
Iowa,Montgomery,30,1583
Alabama,Calhoun,30,15118
Georgia,Carroll,30,16212
Iowa,Cherokee,30,1934
Oregon,Douglas,30,18780
Indiana,Spencer,30,3208
South Dakota,Beadle,30,2107
Texas,Potter,30,9867
New York,Chenango,30,5126
Iowa,Clay,30,2653
Minnesota,Rock,30,1554
Iowa,Kossuth,30,2681
Georgia,Ware,30,4223
Ohio,Muskingum,30,11755
Ohio,Tuscarawas,30,12643
Minnesota,Isanti,30,7133
Michigan,Tuscola,30,8713
Kansas,Franklin,30,3609
Virginia,King William,30,3089
Georgia,Cherokee,30,42683
Virginia,Pittsylvania,30,10027
Virginia,Bristol City,29,2287
Texas,Smith,29,29343
Georgia,Coffee,29,4463
Indiana,Grant,29,8015
Ohio,Richland,29,17231
New York,Herkimer,29,7282
North Carolina,Burke,29,12985
