state,precinct,percent_candidate,candidate_votes
Colorado,Kiowa,0,1
Iowa,Ringgold,0,3
Tennessee,Benton,0,8
Arkansas,Grant,0,9
Tennessee,White,0,13
Kentucky,Trigg,0,8
Tennessee,Meigs,0,6
Tennessee,Cumberland,0,35
Oklahoma,Harmon,0,1
Tennessee,De Kalb,0,9
Colorado,Kit Carson,0,4
Vermont,Proctor,0,1
Louisiana,Vernon,0,18
Arkansas,Montgomery,0,4
Iowa,Mitchell,0,6
Louisiana,Catahoula,0,5
Tennessee,Grundy,0,6
Kentucky,Lewis,0,6
Iowa,Palo Alto,0,5
Tennessee,Smith,0,9
Iowa,Greene,0,5
Tennessee,Union,0,8
Iowa,Grundy,0,7
Oklahoma,Cimarron,0,1
Tennessee,Macon,0,9
Arkansas,Marion,0,7
Iowa,Adams,0,2
Iowa,Appanoose,0,6
Oklahoma,Beaver,0,2
Iowa,Madison,0,9
Vermont,Barnet,0,1
Kentucky,Hickman,0,2
Arkansas,Scott,0,2
Oklahoma,Grant,0,2
Kentucky,Nicholas,0,3
Tennessee,Perry,0,3
Tennessee,Dyer,0,13
Kentucky,Fulton,0,2
Louisiana,Franklin,0,8
Tennessee,Lawrence,0,15
Louisiana,Beauregard,0,13
Kentucky,Gallatin,0,3
Iowa,Ida,0,3
Colorado,Lincoln,0,2
Tennessee,Carroll,0,9
Louisiana,Sabine,0,8
Vermont,Guilford,0,1
Utah,Garfield,0,2
Louisiana,La Salle,0,5
Louisiana,Morehouse,0,8
Colorado,Washington,0,2
Iowa,Allamakee,0,5
Louisiana,Winn,0,4
Louisiana,Caldwell,0,3
Tennessee,Wayne,0,4
Louisiana,West Carroll,0,3
Iowa,Franklin,0,3
Iowa,Audubon,0,2
Louisiana,Concordia,0,5
Iowa,Dickinson,0,6
Louisiana,Grant,0,5
Mississippi,Choctaw,0,2
Tennessee,Overton,0,4
Kentucky,Carlisle,0,1
Tennessee,Hancock,0,1
Iowa,Chickasaw,0,2
Kentucky,Woodford,0,1
Colorado,Custer,0,0
Mississippi,Winston,0,0
Vermont,Eden,0,0
Vermont,Putney,0,0
Vermont,Charleston,0,0
Vermont,Rochester,0,0
Vermont,Woodbury,0,0
Vermont,South Hero,0,0
Vermont,Barnard,0,0
Vermont,Winhall,0,0
Vermont,Ryegate,0,0
Vermont,Albany,0,0
